Account Code,Territory,Account Type,Key Account,Key Account Manager,Account Name,Account Manager
45622418,The Nath,No Key Account,No Key Account,No Key Account Manager,Scott's Goblins & Go The Nath,Federico Zirme
52731693,Surthay,No Key Account,No Key Account,No Key Account Manager,Scott's Magics Surthay,Febe Sullivan
64442886,Trademeet,No Key Account,No Key Account,No Key Account Manager,Scott's Transports Trademeet,Rachel Rychcik
42004193,Secomber,Key Account,House of Wonders,Aewynn Aasimar,Secomber House of Wonders,None
32662849,Secomber,Key Account,Nobility,Eric the Cleric,Secomber Nobility,None
16805457,Secomber,Key Account,Sprite's & Spirits,Glandarok Lightheart,Secomber Sprite's & Spirits,None
39912562,Secomber,Key Account,Zhentarim,Josette Gonzalez,Secomber Zhentarim,None
38304203,Saerloon,No Key Account,No Key Account,No Key Account Manager,Semet's Aviation Saerloon,Hans-Rainer Miller
36155494,Duskan,No Key Account,No Key Account,No Key Account Manager,Semet's Jewelry Duskan,Jeffrey Traetta
90377970,Lyrabar,No Key Account,No Key Account,No Key Account Manager,Semet's Markets Lyrabar,Margaret Toscanini
62284281,Mussum,No Key Account,No Key Account,No Key Account Manager,Semet's Tools & Kits Mussum,Lauren Masiak
82858705,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Sergio's Emporia Caer Westphal,Apolonia Zacharek
78319436,Crimmor,No Key Account,No Key Account,No Key Account Manager,Sergio's Rarities Crimmor,Lauren Masiak
22516751,Velprintalar,No Key Account,No Key Account,No Key Account Manager,Sergio's Trades Velprintalar,Jérôme Dyrek
71524642,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,Shaded Souvenirs Baldur's Gate,Isabelle Vávrová
91919249,Halagard,No Key Account,No Key Account,No Key Account Manager,Shadow Aviation Halagard,Lauren Masiak
76100301,Arrabar,No Key Account,No Key Account,No Key Account Manager,Shadow Tradeshops Arrabar,Corina Hendriks
64187894,Shamph,Key Account,House of Wonders,Aewynn Aasimar,Shamph House of Wonders,None
73170005,Shamph,Key Account,Nobility,Eric the Cleric,Shamph Nobility,None
75644293,Shamph,Key Account,Sprite's & Spirits,Glandarok Lightheart,Shamph Sprite's & Spirits,None
62373322,Shamph,Key Account,Zhentarim,Josette Gonzalez,Shamph Zhentarim,None
28330078,Sundrah,No Key Account,No Key Account,No Key Account Manager,Sharp Adventuring Gear Sundrah,Patrick Němcová
33956452,Myth Drannor,No Key Account,No Key Account,No Key Account Manager,Sharp Workrooms Myth Drannor,Szymon Joyce
36689766,Pengram,Private Buyer,Private Buyer,Magnus Mortensen,Shawn-Clark Pengram,Magnus Mortensen
11459283,Ruathym,Private Buyer,Private Buyer,Magnus Mortensen,Shawn-Fernandez Ruathym,Magnus Mortensen
18301471,Assur,Private Buyer,Private Buyer,Magnus Mortensen,Shelley-Diaz Assur,Magnus Mortensen
67254143,Shoun,Key Account,House of Wonders,Aewynn Aasimar,Shoun House of Wonders,None
67888314,Telos City,No Key Account,No Key Account,No Key Account Manager,Sian's Livestock Telos City,Sandra Carlier
34560990,Gracklstugh,Private Buyer,Private Buyer,Magnus Mortensen,Sig.ra-Claudia-Pellico Gracklstugh,Magnus Mortensen
68512935,Murann,Private Buyer,Private Buyer,Magnus Mortensen,Sig.ra-Fiamma-Golino Murann,Magnus Mortensen
39082250,Huzuz,No Key Account,No Key Account,No Key Account Manager,Silver Boats & Floats Huzuz,Veronica Humphrey
95000444,Beluir,No Key Account,No Key Account,No Key Account Manager,Silver Hammers Beluir,Bruno Kadlec
23740829,Thornhold,No Key Account,No Key Account,No Key Account Manager,Silver Transports Thornhold,Isabelle Vávrová
38466621,Silverymoon,Key Account,House of Wonders,Aewynn Aasimar,Silverymoon House of Wonders,None
73721386,Silverymoon,Key Account,Sprite's & Spirits,Glandarok Lightheart,Silverymoon Sprite's & Spirits,None
80308431,Silverymoon,Key Account,Zhentarim,Josette Gonzalez,Silverymoon Zhentarim,None
39580605,Emelone,Private Buyer,Private Buyer,Magnus Mortensen,Simon-Connolly Emelone,Magnus Mortensen
17959255,Regent's Field,No Key Account,No Key Account,No Key Account Manager,Simone's Blacksmithing Regent's Field,Saban Henderson
79589518,Tyraturos,No Key Account,No Key Account,No Key Account Manager,Simone's Jewelry Tyraturos,Kryštof Šťastný
37863283,Citadel Felbarr,No Key Account,No Key Account,No Key Account Manager,Simone's Oddities Citadel Felbarr,Bruno Kadlec
86265850,Halagard,No Key Account,No Key Account,No Key Account Manager,Simone's Stocks Halagard,Josh Blanc
11282169,Rivermoot,Private Buyer,Private Buyer,Magnus Mortensen,Simone-Fantoni Rivermoot,Magnus Mortensen
87195169,Singing Sands,Key Account,Zhentarim,Josette Gonzalez,Singing Sands Zhentarim,None
10520476,Skuld,Key Account,Nobility,Eric the Cleric,Skuld Nobility,None
84476481,Olafstaad,No Key Account,No Key Account,No Key Account Manager,Slobodan's Rags Olafstaad,Paweł Trobbiani
59686224,Fort Morninglord,No Key Account,No Key Account,No Key Account Manager,Slobodan's Transports Fort Morninglord,Ksawery Williams
62260398,Waterdeep,No Key Account,No Key Account,No Key Account Manager,Sofía's Boutiques Waterdeep,Ruperta Douglas
99584661,Telos City,No Key Account,No Key Account,No Key Account Manager,Sofía's Exports Telos City,Marta Tichá
29831730,Mucklestones,No Key Account,No Key Account,No Key Account Manager,Soko's Armorsmithing Mucklestones,Corina Hendriks
47236718,Ironfang Keep,No Key Account,No Key Account,No Key Account Manager,Soko's Summons Ironfang Keep,Hans-Rainer Miller
41946162,Azureleaf,Private Buyer,Private Buyer,Magnus Mortensen,Soledad-Guardia-Coloma Azureleaf,Magnus Mortensen
92316413,Purple Rock Isles,No Key Account,No Key Account,No Key Account Manager,Sonali's Stables Purple Rock Isles,Paulina Ellis
71884644,Aerilpar,No Key Account,No Key Account,No Key Account Manager,Sonia's Garages Aerilpar,Yvonne Livingston
49526408,Halagard,No Key Account,No Key Account,No Key Account Manager,Sonia's Souvenirs Halagard,Mark Franceschi
18491199,Sundabar,No Key Account,No Key Account,No Key Account Manager,Sphinx's Provisions Sundabar,Christina Hendrix
41461458,Arn Rock,No Key Account,No Key Account,No Key Account Manager,Sphinx's Treasures Arn Rock,Heather Nugnes
40721590,Ogden,No Key Account,No Key Account,No Key Account Manager,Sphinx's Workshops Ogden,Jérôme Dyrek
95158794,Bloodstone (Damara),No Key Account,No Key Account,No Key Account Manager,Splendid Plants Bloodstone (Damara),Michael Howard
55789465,Starmantle,Key Account,House of Wonders,Aewynn Aasimar,Starmantle House of Wonders,None
17446355,Starmantle,Key Account,Nobility,Eric the Cleric,Starmantle Nobility,None
37147997,Starmantle,Key Account,Sprite's & Spirits,Glandarok Lightheart,Starmantle Sprite's & Spirits,None
34669261,Starmantle,Key Account,Zhentarim,Josette Gonzalez,Starmantle Zhentarim,None
16103072,Ilmwatch,No Key Account,No Key Account,No Key Account Manager,Steel Hammers & Anvils Ilmwatch,Isabella Suda
35460856,Port Nowhere,No Key Account,No Key Account,No Key Account Manager,Steel Trades & Such Port Nowhere,Isabella Suda
12013943,Iriaesbor,Private Buyer,Private Buyer,Magnus Mortensen,Stephanie-Clayton Iriaesbor,Magnus Mortensen
56650803,Arn Rock,Private Buyer,Private Buyer,Magnus Mortensen,Stephanie-Mccormick Arn Rock,Magnus Mortensen
59887390,Ruathym,Private Buyer,Private Buyer,Magnus Mortensen,Stephanie-Schaefer Ruathym,Magnus Mortensen
22395255,Berdusk,No Key Account,No Key Account,No Key Account Manager,Stephen's Adventuring Berdusk,Paweł Trobbiani
98168829,Messemprar,No Key Account,No Key Account,No Key Account Manager,Stephen's Aviation Messemprar,Kristin Grifeo
77345078,Arrabar,No Key Account,No Key Account,No Key Account Manager,Stephen's Distribution Centers Arrabar,William Coste
24257445,Wyrmspine,No Key Account,No Key Account,No Key Account Manager,Stephen's Instruments Wyrmspine,Hans-Rainer Miller
18139567,Uluvin,Private Buyer,Private Buyer,Magnus Mortensen,Stephen-Barrett Uluvin,Magnus Mortensen
77279593,Dwarven Valley,Private Buyer,Private Buyer,Magnus Mortensen,Stephen-Cruz Dwarven Valley,Magnus Mortensen
78817289,Manshaka,No Key Account,No Key Account,No Key Account Manager,Steven's Plants Manshaka,William Coste
31265908,Nashkel,No Key Account,No Key Account,No Key Account Manager,Steven's Workshops Nashkel,Jérôme Dyrek
60732610,Surthay,Private Buyer,Private Buyer,Magnus Mortensen,Steven-Bender-B.Eng. Surthay,Magnus Mortensen
46739139,Old Vaelan,No Key Account,No Key Account,No Key Account Manager,Straus's Steel Old Vaelan,Paweł Trobbiani
73231965,Theshburl,No Key Account,No Key Account,No Key Account Manager,Stéphanie's Vaults Theshburl,Ruperta Douglas
24447241,Sundabar,Key Account,House of Wonders,Aewynn Aasimar,Sundabar House of Wonders,None
20179121,Sundrah,Key Account,House of Wonders,Aewynn Aasimar,Sundrah House of Wonders,None
26040714,Sundrah,Key Account,Zhentarim,Josette Gonzalez,Sundrah Zhentarim,None
18429255,Starmantle,No Key Account,No Key Account,No Key Account Manager,Susan's Equipment Starmantle,Malwina Calderón
83157748,Citadel Adbarr,Private Buyer,Private Buyer,Magnus Mortensen,Susan-Traore Citadel Adbarr,Magnus Mortensen
91972779,Suzail,Key Account,Bardic College Union,Hector Lightbringer,Suzail Bardic College,None
14660196,Suzail,Key Account,House of Wonders,Aewynn Aasimar,Suzail House of Wonders,None
75773378,Suzail,Key Account,Nobility,Eric the Cleric,Suzail Nobility,None
65424642,Suzail,Key Account,Sprite's & Spirits,Glandarok Lightheart,Suzail Sprite's & Spirits,None
32652492,Suzail,Key Account,Zhentarim,Josette Gonzalez,Suzail Zhentarim,None
19390692,Dwarven Valley,No Key Account,No Key Account,No Key Account Manager,Suzanne's Adventuring Dwarven Valley,Noemí Brown
60550573,Suzail,No Key Account,No Key Account,No Key Account Manager,Suzanne's Cornerstores Suzail,Danielle Kidawa
28746315,Darromar,No Key Account,No Key Account,No Key Account Manager,Suzanne's Oddities Darromar,Jérôme Dyrek
10831906,Ravenstone,No Key Account,No Key Account,No Key Account Manager,Szymon's Acqusitions Ravenstone,Ruperta Douglas
17291626,Starmantle,No Key Account,No Key Account,No Key Account Manager,Szymon's Horses Starmantle,Lacey Bodin
47988919,Regent's Field,No Key Account,No Key Account,No Key Account Manager,Szymon's Livestock Regent's Field,Paulina Ellis
77045173,Eversult,No Key Account,No Key Account,No Key Account Manager,Szymon's Shops Eversult,William Coste
36371599,Pengram,No Key Account,No Key Account,No Key Account Manager,Talis's Factories Pengram,Lilly Álvaro
45681558,Eltabbar,No Key Account,No Key Account,No Key Account Manager,Talis's Garages Eltabbar,Rafał Jackson
90228452,Pengram,No Key Account,No Key Account,No Key Account Manager,Talis's Parlours Pengram,Michael Howard
67834407,Grondsgrunn,Private Buyer,Private Buyer,Magnus Mortensen,Tammy-Greene Grondsgrunn,Magnus Mortensen
51621131,Mirabar,No Key Account,No Key Account,No Key Account Manager,Tamrin's Mixtures Mirabar,Isabelle Vávrová
35796429,Sundrah,No Key Account,No Key Account,No Key Account Manager,Tamrin's Mounts Sundrah,Lacey Bodin
73607940,Bryn Shander,No Key Account,No Key Account,No Key Account Manager,Tamrin's Studios Bryn Shander,Heather Nugnes
36566485,Uluvin,Private Buyer,Private Buyer,Magnus Mortensen,Tatiana-Canil Uluvin,Magnus Mortensen
77625219,Mussum,No Key Account,No Key Account,No Key Account Manager,Tekren's Consignments Mussum,Ksawery Williams
60665504,Telflamm,Key Account,House of Wonders,Aewynn Aasimar,Telflamm House of Wonders,None
53733219,Telos City,Key Account,Nobility,Eric the Cleric,Telos City Nobility,None
56904904,Telos City,Key Account,Sprite's & Spirits,Glandarok Lightheart,Telos City Sprite's & Spirits,None
95792482,Telos City,Key Account,Zhentarim,Josette Gonzalez,Telos City Zhentarim,None
70982965,Mintarn,Private Buyer,Private Buyer,Magnus Mortensen,Teodora-Cuevas-Alcántara Mintarn,Magnus Mortensen
95606342,Daerlun,No Key Account,No Key Account,No Key Account Manager,Terence's Alchemy Supplies Daerlun,Christina Hendrix
53751827,Rivermoot,No Key Account,No Key Account,No Key Account Manager,Terence's Goods Rivermoot,Christina Hendrix
68080103,Rogarsheim,No Key Account,No Key Account,No Key Account Manager,Terence's Transactions Rogarsheim,Febe Sullivan
73644349,Sambar,No Key Account,No Key Account,No Key Account Manager,Terence's Workshops Sambar,William Coste
13462214,Gauntlgrym,No Key Account,No Key Account,No Key Account Manager,Teresa's Collections Gauntlgrym,Isabelle Vávrová
89440005,Regent's Field,No Key Account,No Key Account,No Key Account Manager,Teresa's General Goods Regent's Field,Isabelle Vávrová
88261510,Cedarspoke,No Key Account,No Key Account,No Key Account Manager,Teresa's Hoarde Cedarspoke,Rachel Rychcik
74565968,Maur-Eturo,No Key Account,No Key Account,No Key Account Manager,Teresa's Oddities Maur-Eturo,Isabelle Vávrová
12007967,Ilmwatch,No Key Account,No Key Account,No Key Account Manager,Teresa's Stables Ilmwatch,Ralf-Dieter Materka
74380412,Messemprar,No Key Account,No Key Account,No Key Account Manager,Terri's Achery Messemprar,Febe Sullivan
40158363,Krenalir,No Key Account,No Key Account,No Key Account Manager,Terri's Outlets Krenalir,Veronica Humphrey
81421456,New Alaron,No Key Account,No Key Account,No Key Account Manager,Tessel's Cornerstores New Alaron,Federico Zirme
29335695,Memnonnar,No Key Account,No Key Account,No Key Account Manager,Tessel's Horses Memnonnar,Michael Howard
45725529,Hundlestone,No Key Account,No Key Account,No Key Account Manager,Tessel's Stocks Hundlestone,Carolyn Scott
41091227,Jalanthar,No Key Account,No Key Account,No Key Account Manager,Tez's Wall-Market Jalanthar,Veronica Humphrey
50177007,Gauntlgrym,No Key Account,No Key Account,No Key Account Manager,Tezani's Elixirs Gauntlgrym,Noemí Brown
55331608,Tharsult,Key Account,House of Wonders,Aewynn Aasimar,Tharsult House of Wonders,None
75608535,Koko Nur,No Key Account,No Key Account,No Key Account Manager,The Affordable Hammer & Anvil Koko Nur,Connie Munoz
75422437,Tyraturos,No Key Account,No Key Account,No Key Account Manager,The Affordable Mixture Tyraturos,William Coste
42630150,Rivermoot,No Key Account,No Key Account,No Key Account Manager,The Ambiguous Atelier Rivermoot,Yvonne Livingston
40538952,Conyberry,No Key Account,No Key Account,No Key Account Manager,The Ambiguous Foundry Conyberry,Paulina Ellis
90328840,Port Castigliar,No Key Account,No Key Account,No Key Account Manager,The Ambiguous Ladl Port Castigliar,Saban Henderson
69365126,Dwarven Valley,No Key Account,No Key Account,No Key Account Manager,The Angel's Equipment Counter Dwarven Valley,Margaret Toscanini
13432626,Caer Moray,No Key Account,No Key Account,No Key Account Manager,The Ashen Apothecary Caer Moray,Christina Hendrix
82682815,Waterdeep,No Key Account,No Key Account,No Key Account Manager,The Ashen Boutique Waterdeep,Jeffrey Traetta
90154786,Phandalin,No Key Account,No Key Account,No Key Account Manager,The Ashen Garage Phandalin,Lauren Masiak
54608812,Rauvincross,No Key Account,No Key Account,No Key Account Manager,The Best Rod & Staff Rauvincross,Rachel Rychcik
55747065,Darromar,No Key Account,No Key Account,No Key Account Manager,The Black Mixture Darromar,Rachel Rychcik
92762218,Eshpurta,No Key Account,No Key Account,No Key Account Manager,The Black Shop Eshpurta,William Coste
99568363,Caer Moray,No Key Account,No Key Account,No Key Account Manager,The Black Supply Caer Moray,Rafał Jackson
12542396,Wai,No Key Account,No Key Account,No Key Account Manager,The Blue Cloth & Hide Wai,Ruperta Douglas
25251669,Dusk Hold,No Key Account,No Key Account,No Key Account Manager,The Blue Equipment Shop Dusk Hold,Hans-Rainer Miller
40823651,Mereu,No Key Account,No Key Account,No Key Account Manager,The Blue Merchandising Mereu,Mark Franceschi
32837595,New Alaron,No Key Account,No Key Account,No Key Account Manager,The Blue Steel New Alaron,Christina Hendrix
66625592,Caer Callidyrr,No Key Account,No Key Account,No Key Account Manager,The Bone Vault Caer Callidyrr,Rachel Rychcik
48981273,Starmantle,No Key Account,No Key Account,No Key Account Manager,The Bone Workroom Starmantle,Ksawery Williams
14642319,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,The Broken Aviation Baldur's Gate,Kryštof Šťastný
23672489,Huzuz,No Key Account,No Key Account,No Key Account Manager,The Broken Stock & Go Huzuz,Hans-Rainer Miller
50577149,Murann,No Key Account,No Key Account,No Key Account Manager,The Burning Solution Murann,Febe Sullivan
69191682,Zalazuu,No Key Account,No Key Account,No Key Account Manager,The Burning Transactions Zalazuu,Mária Steele
42942567,Bezentil,No Key Account,No Key Account,No Key Account Manager,The Calm Instrument Bezentil,Isabella Suda
98587524,Rogarsheim,No Key Account,No Key Account,No Key Account Manager,The Calm Transactions Rogarsheim,Connie Munoz
39906353,Messemprar,No Key Account,No Key Account,No Key Account Manager,The Calm Treasure Messemprar,Carolyn Scott
48370261,Trademeet,No Key Account,No Key Account,No Key Account Manager,The Cat's Metalshop Trademeet,Gabrielle Cameron
58067209,Singing Sands,No Key Account,No Key Account,No Key Account Manager,The Cat's Rag O Rama Singing Sands,Kristin Grifeo
62173638,Nykkar,No Key Account,No Key Account,No Key Account Manager,The Cheap Fletcher Nykkar,Jeffrey Traetta
30063465,Palost Port,No Key Account,No Key Account,No Key Account Manager,The Cheap Toolkit Palost Port,Noemí Brown
13552953,Amphail,No Key Account,No Key Account,No Key Account Manager,The Cheapskate's Shoppe Amphail,Bruno Kadlec
66410205,Wai,No Key Account,No Key Account,No Key Account Manager,The Clerical Cloth & Hide Wai,Josh Blanc
48335956,Norheim,No Key Account,No Key Account,No Key Account Manager,The Clerical Goblins & Go Norheim,Lauren Masiak
37191514,Berranzo,No Key Account,No Key Account,No Key Account Manager,The Clerical Merchandising Berranzo,Michael Howard
94055916,Phandalin,No Key Account,No Key Account,No Key Account Manager,The Clerical Potion & Elixir Phandalin,Linda Hensley
21215332,Shimmerglade,No Key Account,No Key Account,No Key Account Manager,The Dangerous Keepsake Shimmerglade,Margaret Toscanini
91287985,Crimmor,No Key Account,No Key Account,No Key Account Manager,The Dangerous Metalshop Crimmor,Patrick Němcová
28389510,Waymoot,No Key Account,No Key Account,No Key Account Manager,The Dark Export Waymoot,Hans-Rainer Miller
81668177,Zabbasz,No Key Account,No Key Account,No Key Account Manager,The Dark Steel Zabbasz,Josh Blanc
68549986,Mussum,No Key Account,No Key Account,No Key Account Manager,The Divine Oil & Elixir Mussum,Kristin Grifeo
98759337,Toreus,No Key Account,No Key Account,No Key Account Manager,The Divine Solution Toreus,Jérôme Dyrek
27310072,Candlekeep,No Key Account,No Key Account,No Key Account Manager,The Divine Tradeshop Candlekeep,Paulina Ellis
40871812,Caer Callidyrr,No Key Account,No Key Account,No Key Account Manager,The Dragon's Arrow Caer Callidyrr,Apolonia Zacharek
89058940,Candlekeep,No Key Account,No Key Account,No Key Account Manager,The Dragon's Rarity Candlekeep,Patrick Němcová
76466738,Menzoberranzan,No Key Account,No Key Account,No Key Account Manager,The Dwarven Artifact Menzoberranzan,Kryštof Šťastný
16572900,Bryn Shander,No Key Account,No Key Account,No Key Account Manager,The Eccentric Equipment Shop Bryn Shander,Linda Hensley
16229416,Red Larch,No Key Account,No Key Account,No Key Account Manager,The Electrum Supply Red Larch,Noemí Brown
27670438,Emmesh,No Key Account,No Key Account,No Key Account Manager,The Elven Discount Shop Emmesh,Apolonia Zacharek
12650929,Koko Nur,No Key Account,No Key Account,No Key Account Manager,The Enchanted Supply Koko Nur,Szymon Joyce
13792574,Maralith,No Key Account,No Key Account,No Key Account Manager,The Everlasting Metalshop Maralith,Febe Sullivan
54506209,Old Vaelan,No Key Account,No Key Account,No Key Account Manager,The Excellent Auction Old Vaelan,Connie Munoz
68752060,High Hold,No Key Account,No Key Account,No Key Account Manager,The Exciting Adventure High Hold,Patrick Němcová
13726009,Ordulin,No Key Account,No Key Account,No Key Account Manager,The Exciting Rook Ordulin,Lacey Bodin
54308640,Candlekeep,No Key Account,No Key Account,No Key Account Manager,The Exciting Souvenir Candlekeep,Saban Henderson
91764044,Nyth,No Key Account,No Key Account,No Key Account Manager,The Exotic Arcana Nyth,Kristin Grifeo
64826063,Iriaesbor,No Key Account,No Key Account,No Key Account Manager,The Exotic Discount Shop Iriaesbor,François Lewis
42040363,Norheim,No Key Account,No Key Account,No Key Account Manager,The Exotic Foundry Norheim,Michael Howard
32958473,Palost Port,No Key Account,No Key Account,No Key Account Manager,The Expert's Metalshop Palost Port,Bruno Kadlec
77733198,Sundabar,No Key Account,No Key Account,No Key Account Manager,The Exploding Cornerstore Sundabar,Ralf-Dieter Materka
59652633,Norheim,No Key Account,No Key Account,No Key Account Manager,The Exploding Mixture Norheim,Connie Munoz
45451572,Trademeet,No Key Account,No Key Account,No Key Account Manager,The Exploding Parlour Trademeet,Marta Tichá
65286622,Aerilpar,No Key Account,No Key Account,No Key Account Manager,The Fabulous Estoc Aerilpar,Sandra Carlier
60633781,Tilbrand,No Key Account,No Key Account,No Key Account Manager,The Fabulous Souvenir Tilbrand,Linda Hensley
20307162,Emmesh,No Key Account,No Key Account,No Key Account Manager,The Fantastic Boutique Emmesh,Carolyn Scott
66638831,Alaghon,No Key Account,No Key Account,No Key Account Manager,The Fantastic Trinket Alaghon,William Coste
39239731,Morningstar Hollows,No Key Account,No Key Account,No Key Account Manager,The Farmer's Atelier Morningstar Hollows,Rafał Jackson
60339419,Ironmaster,No Key Account,No Key Account,No Key Account Manager,The Farmer's Blade Ironmaster,Yvonne Livingston
86921568,Tyraturos,No Key Account,No Key Account,No Key Account Manager,The Farmer's Equipment Shop Tyraturos,Sandra Carlier
49758418,Bryn Shander,No Key Account,No Key Account,No Key Account Manager,The Farmer's Rarity Bryn Shander,Isabella Suda
23724399,Surthay,No Key Account,No Key Account,No Key Account Manager,The Fey Magic Shop Surthay,Corina Hendriks
21538071,Arn Rock,No Key Account,No Key Account,No Key Account Manager,The Fortified Instrument Arn Rock,François Lewis
72718874,Shimmerglade,No Key Account,No Key Account,No Key Account Manager,The Fortified Portal Shimmerglade,Corina Hendriks
83628685,Nashkel,No Key Account,No Key Account,No Key Account Manager,The Fresh Acquisition Nashkel,Isabelle Vávrová
34798462,Wai,No Key Account,No Key Account,No Key Account Manager,The Fresh Equipment Shop Wai,François Lewis
76884062,Horsa,No Key Account,No Key Account,No Key Account Manager,The Fresh Instrument Horsa,Heather Nugnes
59963308,Ilmwatch,No Key Account,No Key Account,No Key Account Manager,The Fresh Summon Ilmwatch,Lacey Bodin
20781672,Manshaka,No Key Account,No Key Account,No Key Account Manager,The Frozen Hammer & Anvil Manshaka,Paweł Trobbiani
74467905,Wai,No Key Account,No Key Account,No Key Account Manager,The Goblin's Repository Wai,Saban Henderson
47812693,The Nath,No Key Account,No Key Account,No Key Account Manager,The Goblin's Rod & Staff The Nath,Bruno Kadlec
95742725,Lundeth,No Key Account,No Key Account,No Key Account Manager,The Goblin's Vault Lundeth,Margaret Toscanini
52397362,Khaerbaal,No Key Account,No Key Account,No Key Account Manager,The Golden Export Khaerbaal,Veronica Humphrey
72239141,Memnon,No Key Account,No Key Account,No Key Account Manager,The Golden Rod & Staff Memnon,Mária Steele
36537995,Iriaesbor,No Key Account,No Key Account,No Key Account Manager,The Golden Scroll Iriaesbor,Josh Blanc
67356311,Targos,No Key Account,No Key Account,No Key Account Manager,The Golem's Auction Targos,Ruperta Douglas
41329732,Heliogabalus,No Key Account,No Key Account,No Key Account Manager,The Golem's Market Heliogabalus,Paulina Ellis
18696071,Amruthar,No Key Account,No Key Account,No Key Account Manager,The Golem's Metalshop Amruthar,Josh Blanc
59750823,Heliogabalus,No Key Account,No Key Account,No Key Account Manager,The Good Export Heliogabalus,Linda Hensley
83404306,Fort Belurian,No Key Account,No Key Account,No Key Account Manager,The Great Boat Fort Belurian,Veronica Humphrey
59659575,Eshpurta,No Key Account,No Key Account,No Key Account Manager,The Great Shop Eshpurta,Christina Hendrix
92568739,Friendly Arm Inn,No Key Account,No Key Account,No Key Account Manager,The Gryphon's Encounter Friendly Arm Inn,Carrie Adams
87353096,Furthinghome,No Key Account,No Key Account,No Key Account Manager,The Gryphon's Prospector Furthinghome,Rafał Jackson
57623083,Whalebone Isles,No Key Account,No Key Account,No Key Account Manager,The Hag's Cloth & Hide Whalebone Isles,Marleen Roy
67809804,Nexal,No Key Account,No Key Account,No Key Account Manager,The Hag's Supply Nexal,Ruperta Douglas
30213008,Mintarn,No Key Account,No Key Account,No Key Account Manager,The Hallowed Distribution Center Mintarn,Febe Sullivan
36792001,Velen,No Key Account,No Key Account,No Key Account Manager,The Haunted Equipment Counter Velen,Ruperta Douglas
92087084,Krenalir,No Key Account,No Key Account,No Key Account Manager,The Haunted Keepsake Krenalir,Deborah Novotná
24260084,Cedarspoke,No Key Account,No Key Account,No Key Account Manager,The Haunted Light Cedarspoke,Lilly Álvaro
12996015,Huzuz,No Key Account,No Key Account,No Key Account Manager,The Haunted Mount Huzuz,Patrick Němcová
61166837,Tharsult,No Key Account,No Key Account,No Key Account Manager,The Hearty Instrument Tharsult,Rafał Jackson
50458658,Berdusk,No Key Account,No Key Account,No Key Account Manager,The Helpful Provision Berdusk,Yvonne Livingston
93045441,Citadel Adbarr,No Key Account,No Key Account,No Key Account Manager,The Herald's Parlour Citadel Adbarr,Lauren Masiak
95219503,Mucklestones,No Key Account,No Key Account,No Key Account Manager,The Herald's Rook Mucklestones,Paweł Trobbiani
40080783,Proskur,No Key Account,No Key Account,No Key Account Manager,The Hidden Armorsmith Proskur,Marta Tichá
91939521,Port Castigliar,No Key Account,No Key Account,No Key Account Manager,The Hidden General Goods Port Castigliar,Veronica Humphrey
69496224,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,The Hidden Horse Urmlaspyr,Sandra Carlier
78017910,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,The Indestructable Aviation Caer Westphal,Jérôme Dyrek
38701468,Ogden,No Key Account,No Key Account,No Key Account Manager,The Indestructable Library Ogden,Josh Blanc
24376589,Erebos,No Key Account,No Key Account,No Key Account Manager,The Innovative Oil & Elixir Erebos,Christina Hendrix
29782381,The Smoking Keep,No Key Account,No Key Account,No Key Account Manager,The Innovative Shoppe The Smoking Keep,Corina Hendriks
34193931,Athkatla,No Key Account,No Key Account,No Key Account Manager,The Irreplacable Arrow Athkatla,Kryštof Šťastný
87537290,Wyrmspine,No Key Account,No Key Account,No Key Account Manager,The Irreplacable Outlet Wyrmspine,Jérôme Dyrek
39595888,Whalebone Isles,No Key Account,No Key Account,No Key Account Manager,The Laughing Arcana Whalebone Isles,Mark Franceschi
57388019,Telflamm,No Key Account,No Key Account,No Key Account Manager,The Laughing Bargain Bin Telflamm,Veronica Humphrey
33754690,Port Kir,No Key Account,No Key Account,No Key Account Manager,The Laughing Rarity Port Kir,Bruno Kadlec
98038203,Hundlestone,No Key Account,No Key Account,No Key Account Manager,The Laughing Souvenir Hundlestone,Federico Zirme
46925218,Athkatla,No Key Account,No Key Account,No Key Account Manager,The Laughing Transport Athkatla,Mária Steele
60494454,Tilbrand,No Key Account,No Key Account,No Key Account Manager,The Layman's Apothecary Tilbrand,William Coste
26222975,Marsember,No Key Account,No Key Account,No Key Account Manager,The Maiden's Trading Marsember,Mária Steele
15920424,Phant,No Key Account,No Key Account,No Key Account Manager,The Meek Cloth & Hide Phant,Rachel Rychcik
50193003,Easting,No Key Account,No Key Account,No Key Account Manager,The Meek Cornerstore Easting,Ruperta Douglas
73621788,Highrock,No Key Account,No Key Account,No Key Account Manager,The Metal Distribution Center Highrock,Federico Zirme
30215393,Velprintalar,No Key Account,No Key Account,No Key Account Manager,The Metal Mixture Velprintalar,Saban Henderson
74513608,Goldenfields,No Key Account,No Key Account,No Key Account Manager,The Metal Rod & Staff Goldenfields,Paulina Ellis
20961099,Ordulin,No Key Account,No Key Account,No Key Account Manager,The Miller's Craft Ordulin,Bridget Tichá
